species,acid,cost_type,cost,usage
paradoxus,tyr,akashi,50.0,0.0334186243541379
paradoxus,tyr,sul-rel,0.0,0.0334186243541379
paradoxus,tyr,weight,181.2,0.0334186243541379
paradoxus,tyr,glu-abs,1.773826667,0.0334186243541379
paradoxus,tyr,sul-abs,0.0,0.0334186243541379
paradoxus,tyr,amm-rel,0.102003333,0.0334186243541379
paradoxus,tyr,glu-rel,0.180930333,0.0334186243541379
paradoxus,tyr,amm-abs,1.0,0.0334186243541379
paradoxus,asn,akashi,14.7,0.059845657914251
paradoxus,asn,sul-rel,0.0,0.059845657914251
paradoxus,asn,weight,132.1,0.059845657914251
paradoxus,asn,glu-abs,0.785703333,0.059845657914251
paradoxus,asn,sul-abs,0.0,0.059845657914251
paradoxus,asn,amm-rel,0.203331333,0.059845657914251
paradoxus,asn,glu-rel,0.079906333,0.059845657914251
paradoxus,asn,amm-abs,2.0,0.059845657914251
paradoxus,cys,akashi,24.7,0.0137762329552913
paradoxus,cys,sul-rel,0.006599967,0.0137762329552913
paradoxus,cys,weight,121.2,0.0137762329552913
paradoxus,cys,glu-abs,0.749223333,0.0137762329552913
paradoxus,cys,sul-abs,1.0,0.0137762329552913
paradoxus,cys,amm-rel,0.0066015,0.0137762329552913
paradoxus,cys,glu-rel,0.004944867,0.0137762329552913
paradoxus,cys,amm-abs,1.0,0.0137762329552913
paradoxus,asp,akashi,12.7,0.0568747347085587
paradoxus,asp,sul-rel,0.0,0.0568747347085587
paradoxus,asp,weight,133.1,0.0568747347085587
paradoxus,asp,glu-abs,0.614283333,0.0568747347085587
paradoxus,asp,sul-abs,0.0,0.0568747347085587
paradoxus,asp,amm-rel,0.297499,0.0568747347085587
paradoxus,asp,glu-rel,0.182749,0.0568747347085587
paradoxus,asp,amm-abs,1.0,0.0568747347085587
paradoxus,glu,akashi,15.3,0.0637807503677856
paradoxus,glu,sul-rel,0.0,0.0637807503677856
paradoxus,glu,weight,147.1,0.0637807503677856
paradoxus,glu,glu-abs,0.864303333,0.0637807503677856
paradoxus,glu,sul-abs,0.0,0.0637807503677856
paradoxus,glu,amm-rel,0.3018,0.0637807503677856
paradoxus,glu,glu-rel,0.260846667,0.0637807503677856
paradoxus,glu,amm-abs,1.0,0.0637807503677856
paradoxus,pro,akashi,20.3,0.0436109297516787
paradoxus,pro,sul-rel,0.0,0.0436109297516787
paradoxus,pro,weight,115.1,0.0436109297516787
paradoxus,pro,glu-abs,0.994126667,0.0436109297516787
paradoxus,pro,sul-abs,0.0,0.0436109297516787
paradoxus,pro,amm-rel,0.164700333,0.0436109297516787
paradoxus,pro,glu-rel,0.163732667,0.0436109297516787
paradoxus,pro,amm-abs,1.0,0.0436109297516787
paradoxus,gln,akashi,16.3,0.0386813246758117
paradoxus,gln,sul-rel,0.0,0.0386813246758117
paradoxus,gln,weight,146.2,0.0386813246758117
paradoxus,gln,glu-abs,0.921453333,0.0386813246758117
paradoxus,gln,sul-abs,0.0,0.0386813246758117
paradoxus,gln,amm-rel,0.210799333,0.0386813246758117
paradoxus,gln,glu-rel,0.097121333,0.0386813246758117
paradoxus,gln,amm-abs,2.0,0.0386813246758117
paradoxus,phe,akashi,52.0,0.0463118310180884
paradoxus,phe,sul-rel,0.0,0.0463118310180884
paradoxus,phe,weight,165.2,0.0463118310180884
paradoxus,phe,glu-abs,1.838066667,0.0463118310180884
paradoxus,phe,sul-abs,0.0,0.0463118310180884
paradoxus,phe,amm-rel,0.133903333,0.0463118310180884
paradoxus,phe,glu-rel,0.246117333,0.0463118310180884
paradoxus,phe,amm-abs,1.0,0.0463118310180884
paradoxus,gly,akashi,11.7,0.0499001907541351
paradoxus,gly,sul-rel,0.0,0.0499001907541351
paradoxus,gly,weight,75.1,0.0499001907541351
paradoxus,gly,glu-abs,0.307143667,0.0499001907541351
paradoxus,gly,sul-abs,0.0,0.0499001907541351
paradoxus,gly,amm-rel,0.2904,0.0499001907541351
paradoxus,gly,glu-rel,0.089194333,0.0499001907541351
paradoxus,gly,amm-abs,1.0,0.0499001907541351
paradoxus,arg,akashi,27.3,0.0451205978667585
paradoxus,arg,sul-rel,0.0,0.0451205978667585
paradoxus,arg,weight,174.2,0.0451205978667585
paradoxus,arg,glu-abs,1.392533333,0.0451205978667585
paradoxus,arg,sul-abs,0.0,0.0451205978667585
paradoxus,arg,amm-rel,0.6428,0.0451205978667585
paradoxus,arg,glu-rel,0.223780333,0.0451205978667585
paradoxus,arg,amm-abs,4.0,0.0451205978667585
paradoxus,his,akashi,38.3,0.0215847083030042
paradoxus,his,sul-rel,0.0,0.0215847083030042
paradoxus,his,weight,155.2,0.0215847083030042
paradoxus,his,glu-abs,1.46183,0.0215847083030042
paradoxus,his,sul-abs,0.0,0.0215847083030042
paradoxus,his,amm-rel,0.198888667,0.0215847083030042
paradoxus,his,glu-rel,0.096919333,0.0215847083030042
paradoxus,his,amm-abs,3.0,0.0215847083030042
paradoxus,ser,akashi,11.7,0.0908146514177004
paradoxus,ser,sul-rel,0.0,0.0908146514177004
paradoxus,ser,weight,105.1,0.0908146514177004
paradoxus,ser,glu-abs,0.492863333,0.0908146514177004
paradoxus,ser,sul-abs,0.0,0.0908146514177004
paradoxus,ser,amm-rel,0.185400667,0.0908146514177004
paradoxus,ser,glu-rel,0.091376667,0.0908146514177004
paradoxus,ser,amm-abs,1.0,0.0908146514177004
paradoxus,ile,akashi,32.3,0.065779321842627
paradoxus,ile,sul-rel,0.0,0.065779321842627
paradoxus,ile,weight,131.2,0.065779321842627
paradoxus,ile,glu-abs,1.207136667,0.065779321842627
paradoxus,ile,sul-abs,0.0,0.065779321842627
paradoxus,ile,amm-rel,0.192701667,0.065779321842627
paradoxus,ile,glu-rel,0.232615,0.065779321842627
paradoxus,ile,amm-abs,1.0,0.065779321842627
paradoxus,thr,akashi,18.7,0.058232004077604
paradoxus,thr,sul-rel,0.0,0.058232004077604
paradoxus,thr,weight,119.1,0.058232004077604
paradoxus,thr,glu-abs,0.685786667,0.058232004077604
paradoxus,thr,sul-abs,0.0,0.058232004077604
paradoxus,thr,amm-rel,0.191402,0.058232004077604
paradoxus,thr,glu-rel,0.13126,0.058232004077604
paradoxus,thr,amm-abs,1.0,0.058232004077604
