gene,environment,solution,flux,essential
YPR062W,sul,suboptimal,0.0,false
YCR005C,sul,suboptimal,0.0,false
YGR012W,sul,suboptimal,0.0031395,false
YAL012W,sul,suboptimal,1000.0,false
YFR055W,sul,suboptimal,0.0,false
YGL184C,sul,suboptimal,0.0,false
YNL247W,sul,suboptimal,0.0,true
YGR155W,sul,suboptimal,0.0,false
YNR057C,sul,suboptimal,0.0,false
YLR420W,sul,suboptimal,0.0,false
YLR172C,sul,suboptimal,0.0,false
YOL096C,sul,suboptimal,0.0,false
YDL100C,sul,suboptimal,0.0,false
YMR013C,sul,suboptimal,0.0,true
YPR183W,sul,suboptimal,0.24237,true
YNR043W,sul,suboptimal,0.00396,true
YHR063C,sul,suboptimal,0.0,false
YJR057W,sul,suboptimal,-1.11941e-13,true
YBR252W,sul,suboptimal,0.0,true
YHR068W,sul,suboptimal,0.0,true
YDL174C,sul,suboptimal,0.0,false
YDR147W,sul,suboptimal,0.0,false
YIL134W,sul,suboptimal,-6.93889e-18,false
YLR372W,sul,suboptimal,0.0,false
YLR377C,sul,suboptimal,0.0,false
YJL155C,sul,suboptimal,0.0,false
YOR176W,sul,suboptimal,0.0,true
YBL013W,sul,suboptimal,0.0,false
YDL045C,sul,suboptimal,-6.93889e-18,true
YEL047C,sul,suboptimal,23.7717,false
YJR051W,sul,suboptimal,0.0,false
YER183C,sul,suboptimal,0.0,false
YDL022W,sul,suboptimal,500.889,false
YOL059W,sul,suboptimal,0.0,false
YIL155C,sul,suboptimal,187.552,false
YNL241C,sul,suboptimal,0.0,false
YBR020W,sul,suboptimal,0.0,false
YDR408C,sul,suboptimal,0.0294,false
YEL011W,sul,suboptimal,0.15555,false
YLR058C,sul,suboptimal,-1.46981,false
YBR263W,sul,suboptimal,500.851,false
YPR160W,sul,suboptimal,0.0,false
YPR035W,sul,suboptimal,0.24525,true
YOR168W,sul,suboptimal,0.0,true
YLR195C,sul,suboptimal,0.0,true
YDR300C,sul,suboptimal,0.0,false
YJL101C,sul,suboptimal,0.0,false
YMR250W,sul,suboptimal,0.0,false
YDL215C,sul,suboptimal,0.0,false
YMR300C,sul,suboptimal,0.0294,false
YDL171C,sul,suboptimal,0.0,false
YGL245W,sul,suboptimal,0.0,true
YOL033W,sul,suboptimal,0.0,false
YLL043W,sul,suboptimal,313.329,false
YHL032C,sul,suboptimal,0.0,false
YDR272W,sul,suboptimal,0.0,false
YOR040W,sul,suboptimal,0.0,false
YMR217W,sul,suboptimal,0.01452,false
YPL091W,sul,suboptimal,497.321,false
YOL049W,sul,suboptimal,0.0,false
YLR299W,sul,suboptimal,0.0,false
YBL033C,sul,suboptimal,0.0,false
YGR267C,sul,suboptimal,0.0,true
YDR234W,sul,suboptimal,0.08586,false
YIL094C,sul,suboptimal,0.08586,false
YFR025C,sul,suboptimal,0.01989,false
YDL205C,sul,suboptimal,0.0,true
YNL277W,sul,suboptimal,0.01521,false
YHR025W,sul,suboptimal,0.0,false
YIL116W,sul,suboptimal,0.01989,false
YLR174W,sul,suboptimal,0.0,false
YDL066W,sul,suboptimal,0.30564,false
YNL009W,sul,suboptimal,0.0,false
YER065C,sul,suboptimal,0.0,false
YBR248C,sul,suboptimal,0.01989,false
YOR202W,sul,suboptimal,0.01989,false
YBL076C,sul,suboptimal,0.0,true
YPL040C,sul,suboptimal,0.0,false
YDR380W,sul,suboptimal,0.0,false
YPL117C,sul,suboptimal,0.00132,true
YCL018W,sul,suboptimal,0.08892,false
YBL098W,sul,suboptimal,0.0,false
YPL160W,sul,suboptimal,0.0,true
YLR382C,sul,suboptimal,0.0,false
YML004C,sul,suboptimal,0.0,false
YHR007C,sul,suboptimal,0.00066,true
YHR072W,sul,suboptimal,0.00066,true
YDR037W,sul,suboptimal,0.0,true
YNL073W,sul,suboptimal,0.0,false
YML054C,sul,suboptimal,0.0,false
YDL055C,sul,suboptimal,0.24237,true
YER003C,sul,suboptimal,-0.24237,true
YPR006C,sul,suboptimal,0.0,false
YOL126C,sul,suboptimal,500.234,false
YKL085W,sul,suboptimal,-1000.0,false
YDL078C,sul,suboptimal,0.0,false
YJR130C,sul,suboptimal,0.0,false
YGR264C,sul,suboptimal,0.0,true
YGR171C,sul,suboptimal,0.0,false
YHR046C,sul,suboptimal,0.00159,false
YJL153C,sul,suboptimal,0.00159,false
YLL061W,sul,suboptimal,0.0,false
YBR176W,sul,suboptimal,0.0,false
YKR080W,sul,suboptimal,0.0,false
YGL067W,sul,suboptimal,0.0,false
YLR138W,sul,suboptimal,0.0,false
YEL042W,sul,suboptimal,0.0,false
YGR010W,sul,suboptimal,0.0,false
YKL120W,sul,suboptimal,0.58617,false
YJL088W,sul,suboptimal,0.04821,false
YPL266W,sul,suboptimal,0.0,true
YML110C,sul,suboptimal,0.0,false
YGR255C,sul,suboptimal,0.0,false
YEL021W,sul,suboptimal,0.03318,false
YDR538W,sul,suboptimal,0.0,false
YKL184W,sul,suboptimal,0.0,false
YLR438W,sul,suboptimal,0.04941,false
YOR130C,sul,suboptimal,0.09762,false
YIL145C,sul,suboptimal,0.0,false
YPR167C,sul,suboptimal,0.0183495,false
YKR093W,sul,suboptimal,0.0,false
YGR007W,sul,suboptimal,0.0,false
YGR157W,sul,suboptimal,0.0018,false
YCR012W,sul,suboptimal,-1000.0,true
YPR047W,sul,suboptimal,0.0,false
YPL268W,sul,suboptimal,0.0,false
YPR113W,sul,suboptimal,0.00159,true
YJR077C,sul,suboptimal,835.516,false
YER053C,sul,suboptimal,-999.878,false
YFL045C,sul,suboptimal,-0.24237,true
YMR220W,sul,suboptimal,0.00396,true
YDR531W,sul,suboptimal,0.0,true
YCR028C,sul,suboptimal,0.0,false
YBR011C,sul,suboptimal,1.05018,true
YMR267W,sul,suboptimal,0.0,false
YGL040C,sul,suboptimal,0.0,true
YKR097W,sul,suboptimal,0.0,false
YBR166C,sul,suboptimal,0.0306,false
YNL316C,sul,suboptimal,0.04017,false
YER014W,sul,suboptimal,0.0,false
YDR007W,sul,suboptimal,0.00852,false
YAR015W,sul,suboptimal,0.0294,false
YGR061C,sul,suboptimal,0.0294,false
YIL020C,sul,suboptimal,0.01989,false
YLR142W,sul,suboptimal,0.0,false
YNL169C,sul,suboptimal,0.00315,false
YGR208W,sul,suboptimal,499.452,false
YOL143C,sul,suboptimal,0.0,false
YBR256C,sul,suboptimal,0.0,true
YJL121C,sul,suboptimal,-0.08651,false
YOR095C,sul,suboptimal,-0.08738,true
YNR050C,sul,suboptimal,0.08586,false
YIR034C,sul,suboptimal,0.08586,false
YJR010W,sul,suboptimal,0.0,false
YML008C,sul,suboptimal,0.0,false
YJL068C,sul,suboptimal,0.0,false
YML082W,sul,suboptimal,-1000.0,false
YPR069C,sul,suboptimal,0.0,false
YLR146C,sul,suboptimal,0.0,false
YGR175C,sul,suboptimal,0.00066,true
YHR190W,sul,suboptimal,0.00066,true
YBR006W,sul,suboptimal,0.0,false
YJR095W,sul,suboptimal,0.0,false
YIL162W,sul,suboptimal,0.0,false
YEL046C,sul,suboptimal,0.11523,false
YER086W,sul,suboptimal,0.05781,false
YIL078W,sul,suboptimal,0.0,true
YKL194C,sul,suboptimal,0.0,false
YOR074C,sul,suboptimal,0.00108,true
YDR050C,sul,suboptimal,343.369,true
YDR353W,sul,suboptimal,0.0219495,true
YHR106W,sul,suboptimal,0.0,false
YPR026W,sul,suboptimal,0.0,false
YJR078W,sul,suboptimal,0.0,false
YGL026C,sul,suboptimal,0.00852,false
YOL097C,sul,suboptimal,0.0,true
YDR268W,sul,suboptimal,0.0,false
YGR185C,sul,suboptimal,0.0,true
YPL097W,sul,suboptimal,0.0,false
YDL103C,sul,suboptimal,0.0,true
YBR019C,sul,suboptimal,0.0,false
YIR032C,sul,suboptimal,0.0,false
YKR069W,sul,suboptimal,0.0,false
YOR278W,sul,suboptimal,0.0,true
YDR047W,sul,suboptimal,0.0,true
YHR128W,sul,suboptimal,0.0,true
YBR021W,sul,suboptimal,0.0,false
YHL016C,sul,suboptimal,0.0,false
YBL042C,sul,suboptimal,0.0,false
YJR133W,sul,suboptimal,0.0,false
YGR194C,sul,suboptimal,0.0,false
YLR070C,sul,suboptimal,0.0,false
